timestamp,station_id,temperature,pressure,humidity,anomaly_type,is_anomaly,confidence_score,predicted_anomaly,predicted_root_cause,mv_score,temporal_z,spatial_z,dew_point,physics_violation,temperature_expected,pressure_expected,humidity_expected,temperature_corrected,pressure_corrected,humidity_corrected
2025-01-04 14:00:00,AWS_001,28.362903146432853,1006.3944226432188,94.22732338867034,none,0,0.076,0,normal,0.114,0.72,0.71,27.34,False,30.91,1007.1,88.13,28.362903146432853,1006.3944226432188,94.22732338867034
2025-01-04 15:00:00,AWS_001,27.190444797044755,1005.7242349914776,87.93469254182408,none,0,0.1,0,normal,0.115,0.82,1.51,25.01,False,29.86,1006.51,88.23,27.190444797044755,1005.7242349914776,87.93469254182408
2025-01-04 16:00:00,AWS_001,26.584592991448957,1005.647458244742,91.91534061579851,none,0,0.165,1,localized_sensor_fault,0.052,0.87,4.81,25.16,False,28.5,1006.79,88.85,26.89,1005.65,91.84
2025-01-04 17:00:00,AWS_001,24.03072132098788,1005.5303270470991,91.7734783144256,none,0,0.057,0,normal,0.029,0.94,0.67,22.61,False,27.25,1006.54,89.8,24.03072132098788,1005.5303270470991,91.7734783144256
2025-01-04 18:00:00,AWS_001,23.247382198700475,1005.2517759657258,96.38104268447964,none,0,0.066,0,normal,0.064,0.71,0.94,22.64,False,25.79,1006.16,90.62,23.247382198700475,1005.2517759657258,96.38104268447964
2025-01-04 19:00:00,AWS_001,21.97578764364893,1004.496664748176,94.70395068272374,none,0,0.071,0,normal,0.077,0.93,0.67,21.09,False,24.23,1005.84,92.97,21.97578764364893,1004.496664748176,94.70395068272374
2025-01-04 20:00:00,AWS_001,19.62977820488109,1003.8961796898436,96.43681584571914,none,0,0.095,0,normal,0.151,0.78,0.95,19.05,False,22.87,1005.1,94.84,19.62977820488109,1003.8961796898436,96.43681584571914
2025-01-04 21:00:00,AWS_001,18.907952825109525,1003.9214170256244,92.25837984950032,none,0,0.113,0,normal,0.222,0.76,0.82,17.62,False,21.39,1005.14,94.01,18.907952825109525,1003.9214170256244,92.25837984950032
2025-01-04 22:00:00,AWS_001,28.3972442545882,986.3771759768666,98.0,multivariate_inconsistent,1,0.782,1,sensor_spike_fault,0.773,7.23,6.2,28.05,False,20.51,1004.98,95.89,19.27,1003.82,96.86
2025-01-04 23:00:00,AWS_001,17.329146488090352,1003.6932561631792,100.0,none,0,0.337,1,sensor_spike_fault,0.244,0.83,1.44,17.33,False,19.69,1005.1,95.25,18.37,1003.72,97.64
2025-01-05 00:00:00,AWS_001,17.240930725077895,1003.7423368308328,97.27926381008454,none,0,0.107,0,normal,0.193,0.97,0.67,16.81,False,19.32,1005.08,95.62,17.240930725077895,1003.7423368308328,97.27926381008454
2025-01-05 01:00:00,AWS_001,17.839145681017506,1003.2348985448452,98.11571917827604,none,0,0.159,0,normal,0.288,0.69,1.98,17.54,False,19.5,1004.45,96.32,17.839145681017506,1003.2348985448452,98.11571917827604
2025-01-05 02:00:00,AWS_001,17.979283545022025,1003.7362032322508,96.23964973799,none,0,0.105,0,normal,0.187,0.93,0.72,17.37,False,20.18,1004.93,96.0,17.979283545022025,1003.7362032322508,96.23964973799
2025-01-05 03:00:00,AWS_001,18.589930617609262,1003.77078639812,100.0,none,0,0.258,1,localized_sensor_fault,0.245,1.02,6.07,18.59,False,21.06,1005.22,95.22,18.28,1003.76,96.76
2025-01-05 04:00:00,AWS_001,20.339038329095523,1004.6981600594324,91.8208072339823,none,0,0.157,0,normal,0.111,0.76,3.92,18.96,False,22.03,1005.72,93.89,20.339038329095523,1004.6981600594324,91.8208072339823
2025-01-05 05:00:00,AWS_001,21.55704722122819,1004.3661597854132,92.2366867694764,none,0,0.084,0,normal,0.136,0.78,0.67,20.24,False,23.6,1005.75,93.12,21.55704722122819,1004.3661597854132,92.2366867694764
2025-01-05 06:00:00,AWS_001,23.54126595323776,1004.416617569394,94.6320502092481,none,0,0.096,0,normal,0.119,0.83,1.3,22.63,False,24.99,1006.29,91.53,23.54126595323776,1004.416617569394,94.6320502092481
2025-01-05 07:00:00,AWS_001,24.420392203962543,1005.400937431589,94.78645399769978,none,0,0.055,0,normal,0.05,0.7,0.67,23.53,False,26.38,1006.51,90.91,24.420392203962543,1005.400937431589,94.78645399769978
2025-01-05 08:00:00,AWS_001,26.644407928774168,1005.9792400159264,89.73950177605933,none,0,0.082,0,normal,0.043,0.51,2.06,24.82,False,28.09,1006.92,89.17,26.644407928774168,1005.9792400159264,89.73950177605933
2025-01-05 09:00:00,AWS_001,27.42020000745653,1006.0987905063696,89.75604271114015,none,0,0.07,0,normal,0.052,0.61,1.38,25.59,False,29.33,1006.8,89.12,27.42020000745653,1006.0987905063696,89.75604271114015
2025-01-05 10:00:00,AWS_001,28.40348494455467,1006.264794577846,88.55702794199966,none,0,0.055,0,normal,0.051,0.62,0.77,26.33,False,30.31,1007.42,87.73,28.40348494455467,1006.264794577846,88.55702794199966
2025-01-05 11:00:00,AWS_001,29.30761870471009,1006.3256479327978,88.79174273003025,none,0,0.086,0,normal,0.066,0.8,1.6,27.26,False,31.25,1007.3,87.43,29.30761870471009,1006.3256479327978,88.79174273003025
2025-01-05 12:00:00,AWS_001,28.89891390894707,1006.2053780154214,88.35646630931521,none,0,0.076,0,normal,0.07,0.8,1.16,26.78,False,31.6,1007.17,87.45,28.89891390894707,1006.2053780154214,88.35646630931521
2025-01-05 13:00:00,AWS_001,28.70232484121005,1006.1091258907549,84.81797156925745,none,0,0.13,0,normal,0.211,0.9,1.46,25.89,False,31.37,1007.85,86.89,28.70232484121005,1006.1091258907549,84.81797156925745
2025-01-05 14:00:00,AWS_001,28.51074003071489,1005.7077629637472,84.42187103105219,none,0,0.148,0,normal,0.276,0.72,1.66,25.62,False,30.91,1007.1,88.13,28.51074003071489,1005.7077629637472,84.42187103105219
2025-01-05 15:00:00,AWS_001,27.320734365515914,1005.9320940005218,88.63525847092778,none,0,0.048,0,normal,0.074,0.78,0.0,25.28,False,29.86,1006.51,88.23,27.320734365515914,1005.9320940005218,88.63525847092778
2025-01-05 16:00:00,AWS_001,26.130749856289416,1005.9310703799644,89.8874895277601,none,0,0.05,0,normal,0.038,0.65,0.67,24.34,False,28.5,1006.79,88.85,26.130749856289416,1005.9310703799644,89.8874895277601
2025-01-05 17:00:00,AWS_001,24.50318912569668,1005.5924468087752,91.542231713827,none,0,0.053,0,normal,0.031,0.81,0.67,23.03,False,27.25,1006.54,89.8,24.50318912569668,1005.5924468087752,91.542231713827
2025-01-05 18:00:00,AWS_001,22.98944140772041,1004.6183057348655,91.08647575758826,none,0,0.094,0,normal,0.13,1.15,0.67,21.46,False,25.79,1006.16,90.62,22.98944140772041,1004.6183057348655,91.08647575758826
2025-01-05 19:00:00,AWS_001,21.904928706331702,1005.0190780634632,93.1525472041191,none,0,0.048,0,normal,0.037,0.64,0.62,20.75,False,24.23,1005.84,92.97,21.904928706331702,1005.0190780634632,93.1525472041191
2025-01-05 20:00:00,AWS_001,20.897453115779857,1004.334896660104,93.50085800755876,none,0,0.087,0,normal,0.121,0.48,1.39,19.81,False,22.87,1005.1,94.84,20.897453115779857,1004.334896660104,93.50085800755876
2025-01-05 21:00:00,AWS_001,18.318905355730628,1004.2828513922244,94.17454372017208,none,0,0.093,0,normal,0.133,0.94,0.85,17.36,False,21.39,1005.14,94.01,18.318905355730628,1004.2828513922244,94.17454372017208
2025-01-05 22:00:00,AWS_001,18.523450446606308,1004.1815528862656,100.0,none,0,0.117,0,normal,0.189,0.61,1.62,18.52,False,20.51,1004.98,95.89,18.523450446606308,1004.1815528862656,100.0
2025-01-05 23:00:00,AWS_001,17.614056108312376,1003.5588072543178,96.88590503729044,none,0,0.251,1,localized_sensor_fault,0.236,0.91,2100428.28,17.11,False,19.69,1005.1,95.25,17.97,1004.1,97.11
2025-01-06 00:00:00,AWS_001,17.596585276661465,1003.7268943181946,97.34042252133403,none,0,0.099,0,normal,0.188,0.8,0.63,17.17,False,19.32,1005.08,95.62,17.596585276661465,1003.7268943181946,97.34042252133403
2025-01-06 01:00:00,AWS_001,17.390637543667097,1004.0210887395097,99.1716468265707,none,0,0.108,0,normal,0.187,0.88,0.92,17.26,False,19.5,1004.45,96.32,17.390637543667097,1004.0210887395097,99.1716468265707
2025-01-06 02:00:00,AWS_001,17.624817754201818,1003.6502378347094,96.11404986090886,none,0,0.123,0,normal,0.209,1.08,0.95,17.0,False,20.18,1004.93,96.0,17.624817754201818,1003.6502378347094,96.11404986090886
